10000
id_1 x_86185 y_68006
id_4800 x_23078 y_17652
id_4801 x_91616 y_49335
id_4802 x_42881 y_9112
id_4803 x_14205 y_8601
id_4804 x_57858 y_97630
id_4805 x_14704 y_13778
id_4806 x_89635 y_4651
id_4807 x_55732 y_28822
id_4808 x_36936 y_39398
id_4809 x_58079 y_10340
id_4810 x_87555 y_71544
id_4811 x_89790 y_4735
id_4812 x_11347 y_13217
id_4813 x_32127 y_97949
id_4814 x_59155 y_48286
id_4815 x_39174 y_24569
id_4816 x_33354 y_72740
id_4817 x_75138 y_57954
id_4818 x_14474 y_39000
id_4819 x_8834 y_71161
id_4820 x_25410 y_29093
id_4821 x_68345 y_79580
id_4822 x_89766 y_16935
id_4823 x_10533 y_50560
id_4824 x_94137 y_18264
id_4825 x_39844 y_92707
id_4826 x_95468 y_68354
id_4827 x_18772 y_18134
id_4828 x_24102 y_12206
id_4829 x_48390 y_4603
id_4830 x_20726 y_39695
id_4831 x_61477 y_71345
id_4832 x_11153 y_49036
id_4833 x_63114 y_22265
id_4834 x_66723 y_75904
id_4835 x_73980 y_3314
id_4836 x_20069 y_82721
id_4837 x_80144 y_67002
id_4838 x_6103 y_62824
id_4839 x_69801 y_36330
id_4840 x_76306 y_77647
id_4841 x_42175 y_12896
id_4842 x_90724 y_11538
id_4843 x_6748 y_79430
id_4844 x_26591 y_98453
id_4845 x_51977 y_5793
id_4846 x_55038 y_47546
id_4847 x_51850 y_79202
id_4848 x_28140 y_70527
id_4849 x_95888 y_44454
id_4850 x_87335 y_92679
id_4851 x_73647 y_57949
id_4852 x_51260 y_11556
id_4853 x_18270 y_30514
id_4854 x_66143 y_52626
id_4855 x_15331 y_58352
id_4856 x_5096 y_59513
id_4857 x_12976 y_18880
id_4858 x_84023 y_47985
id_4859 x_27286 y_38771
id_4860 x_21304 y_47482
id_4861 x_22829 y_25229
id_4862 x_6049 y_51704
id_4863 x_62510 y_88332
id_4864 x_55397 y_697
id_4865 x_63128 y_72215
id_4866 x_35221 y_20824
id_4867 x_63457 y_55933
id_4868 x_90543 y_56205
id_4869 x_10198 y_81056
id_4870 x_82086 y_35399
id_4871 x_93807 y_12315
id_4872 x_53579 y_30526
id_4873 x_21007 y_40127
id_4874 x_60831 y_82501
id_4875 x_93674 y_89332
id_4876 x_77995 y_85710
id_4877 x_74851 y_7199
id_4878 x_59110 y_48177
id_4879 x_61779 y_65573
id_4880 x_73671 y_69180
id_4881 x_53140 y_26966
id_4882 x_53873 y_5269
id_4883 x_93097 y_92460
id_4884 x_88116 y_27749
id_4885 x_98282 y_70507
id_4886 x_70466 y_9983
id_4887 x_25491 y_79977
id_4888 x_68995 y_21207
id_4889 x_17700 y_28316
id_4890 x_7264 y_45088
id_4891 x_73856 y_86162
id_4892 x_62683 y_85861
id_4893 x_23982 y_13541
id_4894 x_73096 y_72647
id_4895 x_55281 y_79505
id_4896 x_8633 y_23427
id_4897 x_27186 y_57078
id_4898 x_9748 y_84162
id_4899 x_33755 y_68398
id_4900 x_14318 y_15657
id_4901 x_20313 y_1158
id_4902 x_96782 y_61039
id_4903 x_37914 y_16766
id_4904 x_20509 y_90099
id_4905 x_23978 y_23063
id_4906 x_60962 y_83234
id_4907 x_30374 y_90033
id_4908 x_91654 y_87373
id_4909 x_81262 y_45616
id_4910 x_37535 y_49009
id_4911 x_32129 y_548
id_4912 x_91131 y_5359
id_4913 x_18800 y_16095
id_4914 x_55642 y_93652
id_4915 x_30562 y_46634
id_4916 x_26135 y_20688
id_4917 x_15093 y_60186
id_4918 x_45121 y_20079
id_4919 x_24569 y_64371
id_4920 x_71963 y_12920
id_4921 x_42065 y_42644
id_4922 x_86971 y_79195
id_4923 x_85312 y_36286
id_4924 x_10468 y_41808
id_4925 x_70892 y_91285
id_4926 x_54733 y_62905
id_4927 x_36116 y_26062
id_4928 x_42442 y_53034
id_4929 x_58107 y_65956
id_4930 x_19070 y_97672
id_4931 x_80038 y_33425
id_4932 x_58702 y_12810
id_4933 x_52995 y_79124
id_4934 x_12794 y_51507
id_4935 x_28601 y_88344
id_4936 x_79633 y_96729
id_4937 x_92311 y_99718
id_4938 x_78622 y_92281
id_4939 x_10233 y_28682
id_4940 x_97962 y_83263
id_4941 x_73311 y_96873
id_4942 x_46910 y_60258
id_4943 x_61912 y_30441
id_4944 x_84527 y_27302
id_4945 x_21133 y_5219
id_4946 x_15647 y_42731
id_4947 x_32528 y_84746
id_4948 x_41808 y_14104
id_4949 x_91534 y_18337
id_4950 x_29959 y_63649
id_4951 x_51497 y_40698
id_4952 x_14979 y_19083
id_4953 x_75002 y_42047
id_4954 x_83408 y_26141
id_4955 x_41126 y_58245
id_4956 x_95252 y_23784
id_4957 x_93251 y_64151
id_4958 x_88323 y_70809
id_4959 x_76248 y_40215
id_4960 x_75285 y_63467
id_4961 x_4127 y_22282
id_4962 x_87464 y_37692
id_4963 x_19647 y_37636
id_4964 x_41400 y_6679
id_4965 x_55931 y_76492
id_4966 x_4255 y_44794
id_4967 x_86783 y_47502
id_4968 x_12402 y_92200
id_4969 x_57179 y_18222
id_4970 x_53863 y_21051
id_4971 x_18343 y_47114
id_4972 x_59742 y_73768
id_4973 x_52813 y_72302
id_4974 x_62396 y_56648
id_4975 x_64114 y_34142
id_4976 x_68807 y_47948
id_4977 x_22877 y_73609
id_4978 x_66470 y_58561
id_4979 x_6719 y_66542
id_4980 x_26086 y_65575
id_4981 x_44680 y_25031
id_4982 x_90425 y_24222
id_4983 x_78709 y_21480
id_4984 x_41996 y_52116
id_4985 x_84455 y_68383
id_4986 x_23444 y_71194
id_4987 x_51540 y_17387
id_4988 x_44122 y_87379
id_4989 x_9527 y_24896
id_4990 x_43852 y_85757
id_4991 x_99945 y_68312
id_4992 x_629 y_19940
id_4993 x_37024 y_86947
id_4994 x_62849 y_78272
id_4995 x_70221 y_64677
id_4996 x_58639 y_16683
id_4997 x_60115 y_67647
id_4998 x_84951 y_58244
id_4999 x_5944 y_99609
id_5000 x_7304 y_72846
id_5001 x_17827 y_39943
id_5002 x_7407 y_66950
id_5003 x_9623 y_84972
id_5004 x_373 y_32958
id_5005 x_99422 y_21863
id_5006 x_5838 y_30536
id_5007 x_43815 y_26240
id_5008 x_97988 y_98069
id_5009 x_99379 y_89554
id_5010 x_78396 y_21469
id_5011 x_222 y_50355
id_5012 x_12502 y_19646
id_5013 x_63976 y_24751
id_5014 x_45680 y_41236
id_5015 x_90267 y_5718
id_5016 x_68070 y_5545
id_5017 x_95500 y_28311
id_5018 x_28684 y_62176
id_5019 x_35685 y_78432
id_5020 x_8776 y_88431
id_5021 x_5089 y_56466
id_5022 x_52055 y_91345
id_5023 x_62630 y_93964
id_5024 x_15072 y_32059
id_5025 x_30240 y_61422
id_5026 x_44904 y_44297
id_5027 x_27824 y_98349
id_5028 x_13292 y_75776
id_5029 x_57974 y_42949
id_5030 x_36450 y_41675
id_5031 x_30257 y_38081
id_5032 x_87991 y_42668
id_5033 x_19696 y_42613
id_5034 x_68769 y_66496
id_5035 x_86950 y_82833
id_5036 x_31908 y_61721
id_5037 x_48753 y_37273
id_5038 x_73891 y_45035
id_5039 x_76317 y_60146
id_5040 x_93280 y_79386
id_5041 x_16710 y_13492
id_5042 x_87534 y_39181
id_5043 x_77608 y_96233
id_5044 x_5301 y_60957
id_5045 x_89360 y_29513
id_5046 x_96726 y_63172
id_5047 x_59984 y_82020
id_5048 x_7477 y_7132
id_5049 x_68475 y_96417
id_5050 x_43589 y_62586
id_5051 x_99713 y_8594
id_5052 x_93655 y_36155
id_5053 x_10332 y_35128
id_5054 x_32542 y_18487
id_5055 x_29014 y_41168
id_5056 x_46470 y_6945
id_5057 x_37011 y_90888
id_5058 x_13199 y_64615
id_5059 x_45069 y_25731
id_5060 x_43004 y_83565
id_5061 x_81489 y_11854
id_5062 x_36222 y_30510
id_5063 x_32706 y_47500
id_5064 x_41400 y_66469
id_5065 x_32550 y_23452
id_5066 x_4387 y_48455
id_5067 x_79281 y_85331
id_5068 x_83206 y_40880
id_5069 x_70510 y_55126
id_5070 x_66147 y_87144
id_5071 x_85266 y_31226
id_5072 x_71214 y_17701
id_5073 x_9799 y_1128
id_5074 x_23944 y_99947
id_5075 x_99061 y_69064
id_5076 x_7560 y_67367
id_5077 x_89390 y_21995
id_5078 x_54534 y_675
id_5079 x_29552 y_31725
id_5080 x_1848 y_71998
id_5081 x_77103 y_18336
id_5082 x_63601 y_4732
id_5083 x_14918 y_80710
id_5084 x_84065 y_46265
id_5085 x_78800 y_33585
id_5086 x_21917 y_98546
id_5087 x_51213 y_77433
id_5088 x_82057 y_2359
id_5089 x_68486 y_67357
id_5090 x_55320 y_25160
id_5091 x_9241 y_40302
id_5092 x_48318 y_59441
id_5093 x_80327 y_6043
id_5094 x_85768 y_98896
id_5095 x_93220 y_6741
id_5096 x_45882 y_22972
id_5097 x_28601 y_2294
id_5098 x_45742 y_86955
id_5099 x_19779 y_44288
id_5100 x_28052 y_84320
id_5101 x_46611 y_60020
id_5102 x_13259 y_20867
id_5103 x_20782 y_79914
id_5104 x_71762 y_16018
id_5105 x_60552 y_6561
id_5106 x_39766 y_25663
id_5107 x_98503 y_41703
id_5108 x_49318 y_63079
id_5109 x_39369 y_58661
id_5110 x_68167 y_79677
id_5111 x_86664 y_32027
id_5112 x_48285 y_55750
id_5113 x_86616 y_13881
id_5114 x_63272 y_42851
id_5115 x_95860 y_76364
id_5116 x_74304 y_94100
id_5117 x_65314 y_24112
id_5118 x_1911 y_16451
id_5119 x_46879 y_16905
id_5120 x_96574 y_79831
id_5121 x_71859 y_32798
id_5122 x_94987 y_22075
id_5123 x_20426 y_45071
id_5124 x_20797 y_95700
id_5125 x_99958 y_82542
id_5126 x_38743 y_12833
id_5127 x_76788 y_92098
id_5128 x_99323 y_57947
id_5129 x_60635 y_24710
id_5130 x_17486 y_54621
id_5131 x_23935 y_21830
id_5132 x_13284 y_92117
id_5133 x_49311 y_87684
id_5134 x_5066 y_40345
id_5135 x_37579 y_94849
id_5136 x_86466 y_7670
id_5137 x_75976 y_85413
id_5138 x_37337 y_25004
id_5139 x_61713 y_98093
id_5140 x_15694 y_71763
id_5141 x_99470 y_72883
id_5142 x_52903 y_94526
id_5143 x_43139 y_59099
id_5144 x_27492 y_7603
id_5145 x_31882 y_80166
id_5146 x_24387 y_6232
id_5147 x_78496 y_89011
id_5148 x_95783 y_67750
id_5149 x_4097 y_81672
id_5150 x_27502 y_63832
id_5151 x_77320 y_23494
id_5152 x_80396 y_57780
id_5153 x_8488 y_82264
id_5154 x_20189 y_14841
id_5155 x_69634 y_55698
id_5156 x_71152 y_10671
id_5157 x_59786 y_26853
id_5158 x_29081 y_83299
id_5159 x_11592 y_80407
id_5160 x_47275 y_37336
id_5161 x_40132 y_65136
id_5162 x_65567 y_75693
id_5163 x_67697 y_93520
id_5164 x_86920 y_3656
id_5165 x_19329 y_28099
id_5166 x_18715 y_22973
id_5167 x_73091 y_15991
id_5168 x_86561 y_9443
id_5169 x_66313 y_97947
id_5170 x_97323 y_46539
id_5171 x_4462 y_36393
id_5172 x_75021 y_69687
id_5173 x_92858 y_78071
id_5174 x_18364 y_61110
id_5175 x_13050 y_91224
id_5176 x_31897 y_23507
id_5177 x_95529 y_94728
id_5178 x_64087 y_52347
id_5179 x_98296 y_27101
id_5180 x_45154 y_21180
id_5181 x_86893 y_87047
id_5182 x_55042 y_92135
id_5183 x_25629 y_13993
id_5184 x_67651 y_64638
id_5185 x_32021 y_67013
id_5186 x_11300 y_79400
id_5187 x_16923 y_3621
id_5188 x_57365 y_1839
id_5189 x_31272 y_56074
id_5190 x_99123 y_19371
id_5191 x_67128 y_52176
id_5192 x_11075 y_379
id_5193 x_15398 y_29996
id_5194 x_85352 y_79154
id_5195 x_65593 y_51479
id_5196 x_26279 y_50763
id_5197 x_43971 y_28628
id_5198 x_46793 y_82531
id_5199 x_25601 y_37750
id_5200 x_51101 y_74701
id_5201 x_23152 y_12198
id_5202 x_6842 y_31862
id_5203 x_50630 y_72102
id_5204 x_6963 y_38834
id_5205 x_83819 y_70793
id_5206 x_96639 y_69979
id_5207 x_90848 y_11911
id_5208 x_93777 y_99274
id_5209 x_86069 y_18659
id_5210 x_62995 y_19973
id_5211 x_68375 y_17206
id_5212 x_12435 y_27355
id_5213 x_41103 y_29959
id_5214 x_70379 y_65753
id_5215 x_74806 y_61210
id_5216 x_64348 y_91984
id_5217 x_66526 y_97637
id_5218 x_69211 y_61281
id_5219 x_69527 y_39183
id_5220 x_12814 y_98968
id_5221 x_16058 y_22025
id_5222 x_27736 y_81355
id_5223 x_32330 y_94700
id_5224 x_15973 y_12737
id_5225 x_49684 y_60828
id_5226 x_49753 y_51853
id_5227 x_48857 y_7511
id_5228 x_66108 y_10825
id_5229 x_35257 y_97134
id_5230 x_25444 y_22308
id_5231 x_32360 y_12112
id_5232 x_95083 y_46514
id_5233 x_97566 y_7095
id_5234 x_87586 y_68717
id_5235 x_10332 y_41184
id_5236 x_30644 y_20034
id_5237 x_55884 y_33905
id_5238 x_70407 y_39475
id_5239 x_29484 y_13029
id_5240 x_13386 y_83696
id_5241 x_16024 y_99725
id_5242 x_93345 y_82315
id_5243 x_57618 y_7145
id_5244 x_9136 y_31366
id_5245 x_7898 y_12197
id_5246 x_16988 y_15151
id_5247 x_85888 y_97089
id_5248 x_76504 y_47657
id_5249 x_84609 y_47185
id_5250 x_43448 y_28722
id_5251 x_59976 y_34750
id_5252 x_74401 y_17232
id_5253 x_24093 y_14378
id_5254 x_58444 y_33909
id_5255 x_93699 y_5198
id_5256 x_19255 y_19619
id_5257 x_99315 y_37408
id_5258 x_37353 y_91635
id_5259 x_43551 y_96231
id_5260 x_26709 y_59915
id_5261 x_8046 y_5113
id_5262 x_62501 y_88224
id_5263 x_47716 y_51761
id_5264 x_97573 y_10776
id_5265 x_78228 y_75589
id_5266 x_23951 y_44121
id_5267 x_58047 y_3193
id_5268 x_32772 y_66083
id_5269 x_89951 y_39672
id_5270 x_1067 y_68853
id_5271 x_18537 y_97923
id_5272 x_87077 y_31679
id_5273 x_80053 y_75493
id_5274 x_47101 y_134
id_5275 x_68799 y_69109
id_5276 x_96379 y_3554
id_5277 x_20352 y_50743
id_5278 x_24089 y_89988
id_5279 x_76066 y_15836
id_5280 x_38266 y_8891
id_5281 x_85544 y_54286
id_5282 x_60306 y_25799
id_5283 x_24228 y_87844
id_5284 x_10673 y_10335
id_5285 x_51759 y_63772
id_5286 x_27551 y_99167
id_5287 x_13423 y_93929
id_5288 x_38371 y_98907
id_5289 x_91813 y_80876
id_5290 x_60531 y_60459
id_5291 x_48696 y_78186
id_5292 x_42060 y_25924
id_5293 x_58158 y_90813
id_5294 x_65605 y_21958
id_5295 x_21239 y_33206
id_5296 x_29831 y_49338
id_5297 x_69543 y_27772
id_5298 x_91158 y_97488
id_5299 x_10741 y_44398
id_5300 x_95765 y_94875
id_5301 x_42416 y_52893
id_5302 x_56857 y_91407
id_5303 x_62338 y_84549
id_5304 x_35426 y_57360
id_5305 x_33073 y_76457
id_5306 x_64085 y_74871
id_5307 x_16711 y_2782
id_5308 x_13030 y_92634
id_5309 x_81566 y_80893
id_5310 x_34777 y_12243
id_5311 x_96816 y_77044
id_5312 x_40038 y_75433
id_5313 x_73394 y_26280
id_5314 x_50965 y_25548
id_5315 x_79787 y_24263
id_5316 x_49949 y_23638
id_5317 x_59992 y_44949
id_5318 x_92262 y_9863
id_5319 x_7508 y_87321
id_5320 x_79058 y_14277
id_5321 x_4023 y_56860
id_5322 x_93583 y_37527
id_5323 x_14390 y_42981
id_5324 x_87941 y_41675
id_5325 x_40503 y_62363
id_5326 x_70336 y_14073
id_5327 x_75843 y_99905
id_5328 x_83435 y_93128
id_5329 x_69767 y_94008
id_5330 x_83378 y_73757
id_5331 x_5989 y_80908
id_5332 x_25875 y_42519
id_5333 x_23290 y_34030
id_5334 x_40985 y_27594
id_5335 x_58097 y_8589
id_5336 x_31361 y_87240
id_5337 x_68386 y_29160
id_5338 x_60102 y_1771
id_5339 x_6292 y_38474
id_5340 x_3818 y_78823
id_5341 x_42789 y_59388
id_5342 x_34145 y_29342
id_5343 x_12025 y_8819
id_5344 x_56603 y_22673
id_5345 x_35142 y_42336
id_5346 x_79619 y_83093
id_5347 x_3832 y_1210
id_5348 x_8444 y_47282
id_5349 x_52414 y_79872
id_5350 x_58816 y_62462
id_5351 x_23897 y_31096
id_5352 x_63465 y_68331
id_5353 x_40235 y_78602
id_5354 x_853 y_72411
id_5355 x_19938 y_12408
id_5356 x_10064 y_98057
id_5357 x_47202 y_893
id_5358 x_68330 y_57138
id_5359 x_85915 y_65392
id_5360 x_98407 y_75276
id_5361 x_49136 y_28055
id_5362 x_41861 y_76518
id_5363 x_80104 y_61799
id_5364 x_81312 y_16470
id_5365 x_74333 y_42330
id_5366 x_19749 y_38165
id_5367 x_74023 y_26584
id_5368 x_28285 y_13300
id_5369 x_95806 y_59324
id_5370 x_55064 y_23011
id_5371 x_10745 y_40237
id_5372 x_47464 y_26962
id_5373 x_81547 y_67533
id_5374 x_77408 y_67281
id_5375 x_76109 y_10902
id_5376 x_75252 y_54765
id_5377 x_18810 y_56584
id_5378 x_71605 y_88766
id_5379 x_11341 y_10412
id_5380 x_18396 y_69316
id_5381 x_53451 y_40851
id_5382 x_10604 y_70277
id_5383 x_20599 y_93392
id_5384 x_58279 y_55715
id_5385 x_10316 y_10082
id_5386 x_64855 y_38172
id_5387 x_51974 y_43565
id_5388 x_52190 y_97146
id_5389 x_85717 y_63666
id_5390 x_35414 y_98857
id_5391 x_55436 y_16398
id_5392 x_91337 y_84244
id_5393 x_27991 y_10193
id_5394 x_83058 y_21130
id_5395 x_46262 y_72234
id_5396 x_373 y_48652
id_5397 x_47170 y_38948
id_5398 x_50664 y_77280
id_5399 x_27455 y_19053
id_5400 x_88200 y_46133
id_5401 x_19780 y_94970
id_5402 x_1118 y_80821
id_5403 x_49667 y_8997
id_5404 x_84803 y_39643
id_5405 x_79766 y_14326
id_5406 x_18032 y_83752
id_5407 x_12147 y_57796
id_5408 x_23907 y_57756
id_5409 x_11585 y_1231
id_5410 x_41518 y_21239
id_5411 x_33216 y_81250
id_5412 x_56190 y_28820
id_5413 x_86461 y_53670
id_5414 x_36297 y_16599
id_5415 x_43813 y_67893
id_5416 x_2849 y_16249
id_5417 x_7827 y_69145
id_5418 x_14396 y_84491
id_5419 x_82590 y_31985
id_5420 x_84260 y_5330
id_5421 x_56971 y_87196
id_5422 x_59723 y_95191
id_5423 x_96109 y_15980
id_5424 x_83509 y_16944
id_5425 x_54898 y_50343
id_5426 x_26746 y_87854
id_5427 x_72622 y_36593
id_5428 x_29562 y_48583
id_5429 x_81424 y_90077
id_5430 x_10588 y_45641
id_5431 x_62982 y_93624
id_5432 x_9832 y_68066
id_5433 x_17515 y_69546
id_5434 x_10765 y_70611
id_5435 x_67174 y_85676
id_5436 x_46913 y_10333
id_5437 x_1899 y_39580
id_5438 x_35853 y_21267
id_5439 x_89997 y_1894
id_5440 x_99245 y_52707
id_5441 x_17948 y_89696
id_5442 x_21347 y_643
id_5443 x_94409 y_83885
id_5444 x_70481 y_69031
id_5445 x_51860 y_711
id_5446 x_57970 y_7823
id_5447 x_6050 y_76949
id_5448 x_37311 y_88049
id_5449 x_88152 y_30621
id_5450 x_52707 y_90789
id_5451 x_47456 y_14760
id_5452 x_30517 y_6437
id_5453 x_33476 y_90378
id_5454 x_69827 y_63484
id_5455 x_5483 y_6645
id_5456 x_29026 y_31867
id_5457 x_84782 y_91200
id_5458 x_24152 y_74974
id_5459 x_60458 y_21595
id_5460 x_51717 y_56499
id_5461 x_82835 y_70070
id_5462 x_23846 y_43614
id_5463 x_30573 y_88153
id_5464 x_56759 y_86288
id_5465 x_17105 y_25049
id_5466 x_84992 y_94097
id_5467 x_10022 y_54317
id_5468 x_83234 y_76499
id_5469 x_73049 y_17053
id_5470 x_65209 y_60284
id_5471 x_4428 y_76597
id_5472 x_94826 y_48821
id_5473 x_37795 y_19729
id_5474 x_88592 y_41695
id_5475 x_92045 y_32377
id_5476 x_10323 y_90467
id_5477 x_5246 y_24078
id_5478 x_59228 y_26566
id_5479 x_64265 y_74705
id_5480 x_30713 y_60654
id_5481 x_46623 y_29458
id_5482 x_85560 y_19357
id_5483 x_23947 y_73665
id_5484 x_97633 y_54855
id_5485 x_37456 y_77610
id_5486 x_62859 y_35588
id_5487 x_45077 y_13473
id_5488 x_42934 y_2209
id_5489 x_57042 y_11349
id_5490 x_86081 y_51922
id_5491 x_22280 y_39425
id_5492 x_14137 y_96480
id_5493 x_1388 y_64563
id_5494 x_90355 y_24354
id_5495 x_63696 y_73852
id_5496 x_85531 y_85968
id_5497 x_75652 y_15154
id_5498 x_41392 y_12425
id_5499 x_5737 y_45208
id_5500 x_89699 y_72733
id_5501 x_57093 y_57565
id_5502 x_23058 y_72330
id_5503 x_53244 y_99446
id_5504 x_29213 y_96567
id_5505 x_44562 y_76535
id_5506 x_94393 y_6823
id_5507 x_73549 y_87816
id_5508 x_53289 y_4052
id_5509 x_35522 y_28724
id_5510 x_13332 y_84803
id_5511 x_97975 y_50222
id_5512 x_9142 y_28150
id_5513 x_96646 y_63840
id_5514 x_49399 y_68477
id_5515 x_9270 y_38284
id_5516 x_2832 y_28662
id_5517 x_18976 y_41920
id_5518 x_32637 y_10990
id_5519 x_18508 y_47244
id_5520 x_29349 y_68992
id_5521 x_73684 y_28399
id_5522 x_11040 y_12404
id_5523 x_59957 y_50859
id_5524 x_56703 y_29578
id_5525 x_9439 y_73606
id_5526 x_13749 y_46930
id_5527 x_57448 y_58416
id_5528 x_73801 y_83388
id_5529 x_57393 y_8338
id_5530 x_42291 y_99294
id_5531 x_40738 y_38011
id_5532 x_36856 y_83879
id_5533 x_34811 y_12132
id_5534 x_37108 y_73130
id_5535 x_15403 y_75242
id_5536 x_74104 y_40802
id_5537 x_63353 y_35905
id_5538 x_91653 y_59293
id_5539 x_14768 y_61444
id_5540 x_33601 y_84243
id_5541 x_43026 y_85574
id_5542 x_11319 y_76979
id_5543 x_87386 y_30607
id_5544 x_83845 y_42293
id_5545 x_47822 y_98314
id_5546 x_39464 y_25548
id_5547 x_98586 y_89135
id_5548 x_2017 y_82746
id_5549 x_34060 y_68090
id_5550 x_97790 y_9932
id_5551 x_49611 y_7563
id_5552 x_9577 y_94194
id_5553 x_77441 y_2101
id_5554 x_13360 y_27526
id_5555 x_42848 y_68386
id_5556 x_40007 y_6935
id_5557 x_79836 y_14783
id_5558 x_29503 y_29452
id_5559 x_46678 y_89142
id_5560 x_48445 y_79064
id_5561 x_11827 y_91001
id_5562 x_22873 y_94086
id_5563 x_38460 y_64882
id_5564 x_97993 y_98154
id_5565 x_82008 y_75084
id_5566 x_73939 y_75728
id_5567 x_29151 y_99174
id_5568 x_82450 y_73904
id_5569 x_49064 y_67334
id_5570 x_63165 y_16331
id_5571 x_98102 y_17778
id_5572 x_70251 y_22151
id_5573 x_17650 y_34651
id_5574 x_90135 y_33147
id_5575 x_91521 y_84133
id_5576 x_79359 y_65641
id_5577 x_84076 y_66917
id_5578 x_37914 y_20214
id_5579 x_63138 y_60797
id_5580 x_17892 y_1936
id_5581 x_22824 y_35781
id_5582 x_29881 y_26541
id_5583 x_60570 y_85984
id_5584 x_50247 y_13869
id_5585 x_29900 y_37478
id_5586 x_51326 y_98915
id_5587 x_85921 y_59336
id_5588 x_73474 y_22913
id_5589 x_64047 y_26336
id_5590 x_33060 y_2193
id_5591 x_84113 y_56060
id_5592 x_13689 y_10871
id_5593 x_51836 y_70595
id_5594 x_19303 y_54984
id_5595 x_37482 y_13600
id_5596 x_77263 y_60276
id_5597 x_47637 y_87194
id_5598 x_67132 y_43614
id_5599 x_70139 y_59943
id_5600 x_16585 y_88888
id_5601 x_64504 y_37152
id_5602 x_49736 y_2248
id_5603 x_90620 y_77743
id_5604 x_95130 y_78672
id_5605 x_16968 y_88202
id_5606 x_60753 y_72083
id_5607 x_26342 y_23367
id_5608 x_61631 y_24668
id_5609 x_41780 y_76300
id_5610 x_41953 y_77482
id_5611 x_28372 y_45029
id_5612 x_68092 y_54122
id_5613 x_87595 y_22657
id_5614 x_81536 y_81951
id_5615 x_50038 y_69136
id_5616 x_91429 y_91277
id_5617 x_89626 y_87946
id_5618 x_55299 y_11849
id_5619 x_27881 y_49003
id_5620 x_43491 y_68220
id_5621 x_70285 y_70296
id_5622 x_7955 y_60714
id_5623 x_18480 y_95057
id_5624 x_79234 y_7169
id_5625 x_31812 y_78751
id_5626 x_96856 y_12105
id_5627 x_69651 y_30689
id_5628 x_37812 y_24590
id_5629 x_31932 y_38800
id_5630 x_45388 y_43848
id_5631 x_29553 y_42886
id_5632 x_76347 y_32535
id_5633 x_58527 y_11643
id_5634 x_78311 y_1569
id_5635 x_22194 y_21787
id_5636 x_81149 y_37604
id_5637 x_44364 y_33820
id_5638 x_36299 y_54416
id_5639 x_42873 y_8294
id_5640 x_66147 y_62900
id_5641 x_87879 y_8849
id_5642 x_91957 y_70856
id_5643 x_52066 y_93900
id_5644 x_93303 y_43381
id_5645 x_71038 y_7515
id_5646 x_14566 y_77431
id_5647 x_71265 y_41847
id_5648 x_74762 y_70002
id_5649 x_90291 y_58441
id_5650 x_55839 y_88379
id_5651 x_9297 y_23775
id_5652 x_41525 y_83031
id_5653 x_41633 y_35603
id_5654 x_53940 y_18993
id_5655 x_72635 y_90998
id_5656 x_88381 y_39929
id_5657 x_25785 y_74397
id_5658 x_78038 y_20619
id_5659 x_38207 y_24545
id_5660 x_29898 y_8187
id_5661 x_64522 y_72934
id_5662 x_60658 y_187
id_5663 x_92239 y_33103
id_5664 x_27208 y_58519
id_5665 x_44150 y_60177
id_5666 x_90099 y_12153
id_5667 x_63619 y_93011
id_5668 x_70366 y_58781
id_5669 x_27149 y_37573
id_5670 x_60182 y_35752
id_5671 x_5333 y_49443
id_5672 x_26055 y_94032
id_5673 x_98014 y_25819
id_5674 x_99595 y_75454
id_5675 x_2453 y_22916
id_5676 x_85388 y_63104
id_5677 x_34282 y_73401
id_5678 x_28092 y_47505
id_5679 x_10220 y_90268
id_5680 x_71580 y_27086
id_5681 x_18793 y_8546
id_5682 x_11835 y_40454
id_5683 x_50721 y_34249
id_5684 x_92254 y_10116
id_5685 x_34166 y_41231
id_5686 x_15110 y_62545
id_5687 x_21685 y_80855
id_5688 x_46156 y_77853
id_5689 x_5541 y_46889
id_5690 x_70714 y_13875
id_5691 x_95907 y_68562
id_5692 x_19023 y_44038
id_5693 x_82566 y_88442
id_5694 x_16266 y_46207
id_5695 x_14822 y_18581
id_5696 x_28393 y_80528
id_5697 x_76684 y_58328
id_5698 x_68699 y_98320
id_5699 x_4738 y_297
id_5700 x_2110 y_31191
id_5701 x_94697 y_47125
id_5702 x_34214 y_19798
id_5703 x_69250 y_11010
id_5704 x_290 y_55059
id_5705 x_34650 y_70448
id_5706 x_75956 y_21139
id_5707 x_36345 y_14137
id_5708 x_15516 y_49120
id_5709 x_35044 y_10743
id_5710 x_86673 y_13083
id_5711 x_63720 y_5003
id_5712 x_11033 y_26148
id_5713 x_93383 y_55610
id_5714 x_38627 y_23048
id_5715 x_30819 y_98367
id_5716 x_81693 y_47964
id_5717 x_95082 y_39317
id_5718 x_8024 y_1550
id_5719 x_71116 y_56831
id_5720 x_47435 y_39506
id_5721 x_18752 y_19133
id_5722 x_96231 y_56528
id_5723 x_23152 y_4251
id_5724 x_14051 y_34111
id_5725 x_8871 y_43115
id_5726 x_95035 y_78430
id_5727 x_3841 y_93317
id_5728 x_61011 y_25392
id_5729 x_31855 y_91005
id_5730 x_68222 y_43978
id_5731 x_32570 y_21426
id_5732 x_41108 y_26105
